Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HF-HRRP,80,,19.2244,19.9513,13,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-PN-HRRP,112,,15.1837,15.1850,17,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HIP-KNEE-HRRP,N/A,,4.1552,4.0014,Too Few to Report,07/01/2017,12/01/2019
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-PN-HRRP,89,,14.8068,15.0602,12,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-COPD-HRRP,N/A,,18.8533,19.2601,Too Few to Report,07/01/2017,12/01/2019
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HF-HRRP,N/A,,20.1825,22.3119,Too Few to Report,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-HF-HRRP,168,,22.7399,21.4650,42,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-PN-HRRP,150,,15.3694,15.8286,21,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-COPD-HRRP,105,,18.3532,18.4106,19,07/01/2017,12/01/2019
RUSSELL MEDICAL CENTER,10065,AL,READM-30-AMI-HRRP,N/A,,16.3064,16.0906,Too Few to Report,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-PN-HRRP,75,,14.4141,14.1675,12,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HF-HRRP,61,,21.4789,21.1857,14,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-COPD-HRRP,N/A,,17.6602,17.3369,Too Few to Report,07/01/2017,12/01/2019
MEDICAL CENTER BARBOUR,10069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,N/A,,11.5298,11.6645,Too Few to Report,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HF-HRRP,N/A,,17.8115,19.2713,Too Few to Report,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAY COUNTY HOSPITAL,10073,AL,READM-30-COPD-HRRP,N/A,,15.1288,15.8789,Too Few to Report,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-PN-HRRP,333,,15.3656,16.7600,45,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-CABG-HRRP,N/A,,13.9089,12.4608,Too Few to Report,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-AMI-HRRP,258,,14.1080,16.0153,29,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,254,,4.8177,4.1268,15,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-COPD-HRRP,411,,18.4758,18.4623,76,07/01/2017,12/01/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,READM-30-HF-HRRP,391,,21.3113,21.7443,82,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-COPD-HRRP,127,,16.8072,17.0761,20,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HIP-KNEE-HRRP,N/A,,3.9658,3.8914,Too Few to Report,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HF-HRRP,154,,23.5187,20.5778,45,07/01/2017,12/01/2019
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-PN-HRRP,204,,15.4079,15.7274,30,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HF-HRRP,270,,21.9640,22.3981,58,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-PN-HRRP,350,,15.7259,15.7351,55,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-AMI-HRRP,N/A,,13.0465,14.2931,Too Few to Report,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-COPD-HRRP,190,,18.8999,19.3144,34,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HIP-KNEE-HRRP,201,,4.6128,3.9566,12,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-PN-HRRP,536,,16.9251,16.6245,92,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-COPD-HRRP,301,,17.0684,17.7537,48,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HIP-KNEE-HRRP,146,,6.7376,4.8126,16,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-AMI-HRRP,N/A,,17.8119,16.7253,Too Few to Report,07/01/2017,12/01/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,10085,AL,READM-30-HF-HRRP,429,,22.4929,21.9886,98,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HF-HRRP,N/A,,18.6712,19.3133,Too Few to Report,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-COPD-HRRP,118,,16.4107,17.2765,15,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-PN-HRRP,86,,13.7211,13.6809,12,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-COPD-HRRP,N/A,,17.8075,17.8046,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-PN-HRRP,N/A,,16.7028,17.5792,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HF-HRRP,N/A,,22.0186,21.5197,Too Few to Report,07/01/2017,12/01/2019
USA HEALTH UNIVERSITY HOSPITAL,10087,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-COPD-HRRP,196,,19.1090,17.3114,46,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HIP-KNEE-HRRP,N/A,,3.9468,4.5446,Too Few to Report,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HF-HRRP,156,,24.3333,22.5927,43,07/01/2017,12/01/2019
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-PN-HRRP,202,,15.2554,15.2153,31,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-HIP-KNEE-HRRP,N/A,,2.6246,3.5167,Too Few to Report,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-AMI-HRRP,176,,13.4340,13.3496,24,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-PN-HRRP,392,,13.7832,15.0413,48,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-COPD-HRRP,224,,19.0869,19.0337,43,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-CABG-HRRP,94,,14.3223,13.3442,15,07/01/2017,12/01/2019
PROVIDENCE HOSPITAL,10090,AL,READM-30-HF-HRRP,439,,19.6579,21.0101,82,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-COPD-HRRP,N/A,,15.0224,15.4313,Too Few to Report,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-PN-HRRP,N/A,,12.1474,12.8370,Too Few to Report,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HF-HRRP,N/A,,18.7832,18.7488,Too Few to Report,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-PN-HRRP,895,,18.5078,17.1856,171,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-CABG-HRRP,N/A,,11.0995,11.6331,Too Few to Report,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HF-HRRP,820,,24.5203,22.7947,206,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-COPD-HRRP,632,,19.7843,20.9330,120,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-HIP-KNEE-HRRP,511,,4.6806,4.1657,26,07/01/2017,12/01/2019
DCH REGIONAL MEDICAL CENTER,10092,AL,READM-30-AMI-HRRP,288,,14.9793,15.5378,41,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
HALE COUNTY HOSPITAL,10095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-PN-HRRP,N/A,,13.6343,13.5162,Too Few to Report,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-COPD-HRRP,N/A,,14.7512,15.1241,Too Few to Report,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-PN-HRRP,106,,13.6008,13.6845,14,07/01/2017,12/01/2019
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HF-HRRP,77,,18.3235,18.6499,13,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-AMI-HRRP,187,,16.0559,14.4848,36,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-CABG-HRRP,156,,16.1957,13.0605,30,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-COPD-HRRP,121,,19.0782,19.7552,20,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-HF-HRRP,290,,20.7737,21.8305,57,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,383,,3.8142,3.9472,14,07/01/2017,12/01/2019
THOMAS HOSPITAL,10100,AL,READM-30-PN-HRRP,323,,15.0037,15.9904,44,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-COPD-HRRP,N/A,,16.9765,17.4069,Too Few to Report,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,68,,16.2638,16.2773,11,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HF-HRRP,71,,20.9578,20.2808,17,07/01/2017,12/01/2019
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-COPD-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-AMI-HRRP,164,,14.5351,15.2654,21,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-CABG-HRRP,94,,12.7467,12.1542,13,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-COPD-HRRP,147,,20.0590,19.7215,31,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HF-HRRP,295,,22.4072,21.7751,68,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HIP-KNEE-HRRP,N/A,,4.5246,4.5749,Too Few to Report,07/01/2017,12/01/2019
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-PN-HRRP,211,,19.4283,18.9105,43,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,538,,5.0803,4.1458,31,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,247,,15.7413,15.7094,39,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,420,,18.6467,17.7317,82,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,205,,20.9637,21.4204,41,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,97,,12.9457,12.6808,13,07/01/2017,12/01/2019
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,509,,21.6573,22.3992,108,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,181,,19.8814,21.0061,31,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,148,,21.1341,22.2077,28,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,201,,16.9711,16.5283,36,07/01/2017,12/01/2019
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BULLOCK COUNTY HOSPITAL,10110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-COPD-HRRP,N/A,,14.9671,15.4166,Too Few to Report,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-PN-HRRP,N/A,,14.7238,15.0798,Too Few to Report,07/01/2017,12/01/2019
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HF-HRRP,50,,19.0770,18.3535,12,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HF-HRRP,556,,20.9272,21.3663,115,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-CABG-HRRP,87,,15.0177,12.5565,17,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-COPD-HRRP,315,,20.0953,19.9381,64,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-PN-HRRP,535,,18.6608,17.3856,105,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HIP-KNEE-HRRP,435,,3.2168,3.8110,11,07/01/2017,12/01/2019
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-AMI-HRRP,193,,16.6086,15.8043,35,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-COPD-HRRP,129,,18.2908,19.0523,20,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,210,,15.1746,16.4837,26,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HF-HRRP,106,,23.5253,22.8226,27,07/01/2017,12/01/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HIP-KNEE-HRRP,N/A,,5.3397,4.8810,Too Few to Report,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-COPD-HRRP,92,,18.6871,18.9410,16,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-AMI-HRRP,N/A,,16.7430,17.5443,Too Few to Report,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-PN-HRRP,160,,16.8259,17.2782,25,07/01/2017,12/01/2019
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HF-HRRP,176,,22.9712,21.1291,46,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-COPD-HRRP,N/A,,18.2727,18.1298,Too Few to Report,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-PN-HRRP,74,,14.2599,13.9633,12,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HF-HRRP,N/A,,19.5061,19.3726,Too Few to Report,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-PN-HRRP,346,,11.5612,13.8243,28,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-COPD-HRRP,284,,14.2505,16.3432,29,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HF-HRRP,N/A,,18.4572,18.5606,Too Few to Report,07/01/2017,12/01/2019
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-COPD-HRRP,N/A,,14.7250,14.6222,Too Few to Report,07/01/2017,12/01/2019
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-HIP-KNEE-HRRP,N/A,,3.6408,3.4653,Too Few to Report,07/01/2017,12/01/2019
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-PN-HRRP,77,,14.8928,14.1448,15,07/01/2017,12/01/2019
